CustomerID,Age,Gender,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn
142,64,Male,5,18090.248745791294,2,1,1,130987.98873027858,0
143,31,Female,9,46199.83427939485,2,0,1,59956.879641618274,0
144,20,Female,4,3507.12794785325,3,1,1,69009.47968197873,0
145,18,Female,9,79171.78815635284,2,0,0,68704.89803932987,0
146,22,Female,7,88375.99988343821,1,1,1,130386.12465364262,0
147,43,Male,6,68603.96987480285,3,0,0,149135.79011204236,0
148,31,Male,4,26799.502456360937,2,0,1,125625.3954533404,0
149,56,Male,2,12315.547398879056,1,1,0,88136.54493373008,1
150,44,Male,8,38214.418791988835,4,1,1,23631.245708483664,0
151,26,Male,6,83333.56205052533,3,1,1,143627.78081233962,0
152,32,Male,3,34782.78037861147,2,0,0,130406.41203052945,0
153,32,Female,7,3425.457362663997,3,0,1,127797.51882319599,0
154,43,Male,7,27428.03762251319,1,0,0,64854.50520384914,0
155,59,Female,6,98994.56100757232,3,1,1,72603.99300406936,0
156,30,Female,2,67666.87556658832,4,0,1,26752.648790509207,0
157,68,Female,8,90085.48299771278,2,0,1,141302.2177203714,0
158,49,Male,1,77486.52675011074,4,0,0,142052.81085732995,1
159,56,Female,1,53970.55153266307,1,1,1,45621.77750050213,0
160,66,Male,6,14868.88723949803,3,1,0,107441.09353627279,1
161,69,Female,5,34864.447835571766,2,0,1,38488.5632379231,0
162,49,Female,9,58374.02252742222,2,1,0,65012.59125154499,0
163,21,Male,7,87063.2348731992,1,1,0,52333.39209186791,1
164,47,Female,2,26867.504586489966,1,1,1,64542.739677617676,0
165,54,Female,7,12122.686934022953,3,1,1,53256.1791959752,0
166,40,Female,3,55883.23175548174,2,1,1,58340.785592067994,0
167,56,Female,1,17650.122251805566,1,1,1,120748.43646658104,1
168,62,Male,8,61036.17693219067,2,1,0,52003.79982298528,0
169,32,Female,3,26352.1442483732,3,1,0,124057.36501790401,0
170,60,Female,8,23096.300430062467,4,1,1,89509.10501012599,0
171,46,Male,7,39918.07649888911,1,0,0,119262.26802146903,1
172,53,Female,2,59319.17575579458,3,0,1,138644.6910634859,0
173,30,Female,1,54531.7672949313,4,1,1,29379.49307109889,0
174,49,Female,7,24473.447723498055,3,1,1,58144.63512908084,0
175,24,Female,1,89111.66744533762,1,1,1,17778.049413198813,0
176,68,Male,6,10988.196973520104,3,1,1,66967.4048872631,0
177,39,Female,8,3946.75630743353,2,0,0,43236.41030094641,1
178,45,Male,7,60270.62694061975,1,1,1,90035.00615029865,0
179,19,Female,4,12340.716806547647,2,0,0,119674.5794063322,1
180,59,Female,1,50489.08142789611,3,0,1,78091.23687980401,0
181,62,Female,1,95177.32844096326,1,0,1,56707.15797135665,0
182,23,Male,4,69858.02714527902,2,0,1,31357.891221750306,0
183,45,Female,5,61745.65803977604,2,0,1,13756.22111551451,0
184,45,Female,7,57480.52248722807,2,0,0,104903.62157942743,0
185,61,Male,4,17953.925219959277,4,1,0,14276.4111229687,1
186,61,Male,1,43264.782462810435,2,1,1,138917.4058093034,0
187,37,Male,7,34252.35073667625,2,0,1,93192.20352077852,0
188,47,Male,2,95307.43222220626,3,1,1,59461.34433129835,0
189,28,Female,2,24232.0231370725,3,0,1,15867.902650087113,0
190,45,Female,8,47151.63713960514,3,1,0,67888.11739065623,0
191,42,Female,5,93807.93632762501,3,0,0,131421.9348591931,0
192,56,Female,2,78918.0652439315,4,0,1,145775.26729942064,0
193,50,Male,5,96451.5239284423,3,1,0,21889.973942358753,0
194,18,Female,8,60833.025514699104,3,0,0,118799.33504552495,0
195,44,Female,6,33378.6854745934,3,1,1,46170.06611657711,0
196,69,Female,3,82664.9775464059,2,0,0,63121.165897481056,0
197,30,Female,8,29145.627137337062,4,1,1,86674.15846874651,0
198,58,Male,9,16477.28019118859,3,1,0,149262.0276920814,1
199,20,Female,5,70628.88140390074,2,1,0,39234.08567230033,0
200,56,Female,2,63895.56635343594,1,1,1,28269.773658199996,0
201,23,Female,2,87894.89025953953,4,1,0,93296.77810713096,1
202,25,Male,7,96192.47578160507,3,0,0,129426.85968613678,0
203,44,Male,1,85719.7587224554,2,0,0,100750.21170301716,1
204,26,Female,2,6002.179758827076,1,1,0,58660.69617856393,1
205,54,Female,4,66451.34329822681,1,0,0,146777.5595054242,0
206,50,Female,1,78473.24128640458,2,0,1,149304.4918497231,0
207,68,Male,4,98192.87243501765,2,1,1,117890.87438875866,0
208,59,Female,5,37466.12995126337,4,1,0,122338.28184873212,0
209,61,Female,9,16988.158727114787,2,0,1,116517.83275236294,0
210,41,Female,1,85293.30617972212,3,1,0,46072.53412076223,1
211,32,Male,5,31746.674363255534,1,1,0,31036.979438353563,1
212,49,Female,2,59820.189579385886,3,1,1,87609.49066616395,0
213,49,Female,9,38989.47642129999,3,0,0,143580.46766911904,0
214,41,Male,6,40232.62567586612,3,1,1,132960.92049113387,0
215,58,Male,2,73246.44791774516,1,0,0,24960.362968698784,1
216,69,Female,3,36147.51253399387,1,1,0,17978.763312825682,0
217,66,Male,8,69307.5112970487,1,0,1,132327.91028825354,0
218,66,Female,1,1432.8455452302103,2,1,0,95822.11010939135,1
219,69,Male,3,32464.7390003876,3,1,1,52604.94575240034,0
220,29,Male,1,31904.403135366265,4,1,1,88647.54084714822,0
221,56,Female,8,74883.5285896717,2,0,0,41033.602824332476,0
222,19,Female,1,31455.711602562787,2,0,0,142573.25319106213,1
223,20,Female,5,63332.713236508294,4,0,1,125807.67778510801,0
224,66,Male,4,68852.44021078649,3,0,0,144713.32235169405,0
225,54,Female,7,65842.55441971152,4,1,0,36188.005333936584,0
226,66,Female,5,60329.36810486645,1,1,1,128113.8596784413,0
227,34,Female,8,41361.68493493947,3,0,0,88439.9870752548,0
228,66,Female,1,37330.49776838104,2,0,0,55498.879296628664,1
229,19,Female,5,56458.405837588965,1,0,1,77152.86970497995,0
230,19,Male,4,6370.310248432631,1,0,0,142213.75656922522,1
231,45,Female,3,87581.9842051526,2,0,0,106803.4042269649,0
232,40,Female,5,82531.51430303432,4,0,0,60388.17737513888,0
233,54,Male,3,34638.47170371896,1,1,0,149985.95580232076,0
234,49,Female,8,56681.912338563125,1,0,0,58404.0088463943,0
235,50,Female,3,93222.76981844632,3,0,0,123920.76967489373,0
236,18,Female,1,27163.679741209668,3,0,1,119812.82901803894,0
237,36,Female,9,74245.52676948534,2,1,0,111209.729330176,0
238,19,Female,9,8273.180732100516,2,0,0,103721.08102021599,1
239,61,Male,6,52337.2147470971,2,1,0,25213.154961031214,0
240,43,Male,1,88396.91294472976,4,1,1,149293.83212771456,0
241,49,Male,8,55170.92841490735,1,0,0,32545.994314327323,0
242,23,Female,2,61625.28268371014,2,1,1,93458.7625022766,0
243,49,Male,9,90763.9293309544,3,0,1,44880.692799391814,0
244,21,Female,8,71536.06400498028,1,1,1,33628.852530060765,0
245,28,Female,3,69586.96802242656,2,0,1,88325.15200333338,0
246,34,Female,5,58638.402209289845,1,0,1,127088.1831170427,0
247,55,Male,9,63298.86141924184,1,1,0,62772.391904710144,1
248,41,Male,1,80370.54240166173,1,0,0,20803.645108446188,1
249,22,Male,9,97923.30832972443,2,0,0,97326.24780718387,0
250,69,Female,4,79532.5354008188,1,1,0,117300.2355492753,1
251,51,Male,4,70753.68316269963,1,1,1,51451.830966250134,0
252,23,Female,4,13554.488361151485,1,0,1,106682.5545168487,0
253,39,Male,9,81708.03874416932,3,1,1,20610.64514202039,0
254,28,Male,6,73599.4367398703,2,0,1,60599.974371544726,0
255,65,Female,8,77043.21954012339,4,1,1,76378.3948397704,0
256,33,Female,4,23109.64782433119,3,1,1,119474.91099599744,0
257,50,Male,3,90344.36965409278,1,1,0,57339.83928219963,1
258,26,Male,1,9728.136834686218,1,0,0,73517.97093552853,1
259,23,Male,7,25361.205569194655,4,0,0,97969.5625018367,0
260,33,Female,4,66302.34383244016,4,0,0,97371.19467864912,0
261,46,Female,8,67371.44638310152,3,0,1,82486.42847647643,0
262,20,Male,3,31332.456630082484,1,0,1,55986.45936506513,0
263,37,Male,1,70151.97771118148,4,1,1,103789.45045338114,0
264,53,Female,5,38793.05376548721,3,0,0,127201.60831418743,0
265,36,Male,2,17.551585792330293,4,1,0,31533.972600857796,1
266,43,Female,3,16260.613228738352,1,1,0,57664.64959872682,1
267,20,Female,6,88261.82752181744,1,1,0,103624.776279411,1
268,36,Female,3,22269.40117294188,1,0,0,115808.56886420754,0
269,37,Female,3,11291.033885887591,1,1,0,119404.35045473649,1
270,49,Female,6,68220.06059331946,2,0,1,101458.08272822657,0
271,24,Female,5,44070.64424097361,2,0,0,76957.8295697124,0
272,69,Male,9,79659.09363976444,2,0,0,100411.94461984311,0
273,58,Female,1,86144.49345657881,3,0,0,28906.233940184797,1
274,50,Female,3,84598.88773872315,3,1,1,39086.570551627476,0
275,57,Male,3,31300.92191968933,4,0,0,139854.34569010066,0
276,56,Female,6,50554.593796816414,4,1,0,139103.9375990259,0
277,35,Male,8,65014.17346469641,3,1,1,111343.73549206817,0
278,57,Female,3,32198.308728412394,4,0,0,55786.60926401758,0
279,18,Male,3,4109.931535301814,3,1,0,100837.60062226276,1
280,28,Male,6,49566.438229691914,2,1,1,106290.82530668893,0
281,45,Female,8,1281.833346559369,3,1,1,82116.09116299813,0
282,42,Female,6,95064.56247259471,3,0,0,114793.61576454004,0
283,67,Female,3,79668.36460730265,4,1,1,14156.729978587928,0
284,40,Female,4,19200.977652359452,4,0,1,45870.91146489744,0
285,48,Male,1,28757.174889192836,3,0,0,121223.05195958921,1
286,47,Male,8,98283.85480194383,1,0,1,141418.0621165138,0
287,59,Male,4,37354.85541413044,4,0,1,132652.2954885433,0
288,52,Female,6,78372.23574338923,3,1,0,110309.07165560235,0
289,24,Male,3,44681.54684192543,4,1,1,33169.552524396175,0
290,33,Female,6,86409.59241006101,1,1,0,61620.73218660819,1
291,43,Female,9,70375.3508161509,4,0,1,17029.776405598197,0
292,65,Male,9,2291.0059891159353,3,1,1,99580.65247320959,0
293,69,Female,3,29438.98859392372,3,0,0,72980.85298632845,0
294,66,Male,3,55799.23148934525,1,1,1,90221.66277919683,0
295,19,Female,4,92617.40440697537,3,0,1,147109.40791443049,0
296,18,Male,7,10202.989464149037,1,0,1,66315.34230303776,0
297,65,Female,3,60116.2537711067,3,0,1,52939.42155932475,0
298,29,Male,8,30217.673141265754,3,0,1,31084.643242847753,0
299,22,Male,8,88932.77820194403,4,1,0,30105.37544479272,0
300,54,Female,6,76516.96096585132,4,0,1,82600.31220759115,0
301,49,Female,4,36970.272200928535,1,1,0,114891.93326864492,0
302,26,Male,5,16710.316390861368,4,1,1,89024.74486081007,0
303,58,Female,2,1149.7972397297774,2,1,1,132260.97312804405,1
304,52,Female,6,62113.44506719487,1,0,0,54222.13929315197,0
305,36,Female,3,40612.380763124376,2,0,1,93306.522834822,0
306,65,Male,6,31475.64928607691,1,0,1,102573.83955337065,0
307,33,Male,5,98550.22916368356,2,1,1,49296.638741587696,0
308,20,Female,2,46614.213556031515,4,0,1,65482.57485327493,0
309,37,Female,5,74983.92836454241,4,0,0,92731.58240209505,0
310,41,Male,5,17741.241725123626,3,1,0,12930.290869246615,1
311,50,Female,9,1345.5257741813775,2,0,1,134125.52804380193,0
312,41,Male,8,41756.2619448016,3,1,0,25548.96675114802,0
313,69,Female,7,66566.48349426617,1,1,0,16658.105983860416,0
314,28,Female,3,50659.86961834594,2,1,1,40104.94013866412,0
315,66,Female,4,89046.6257624391,3,0,1,80324.51483294851,0
316,25,Male,6,43397.93511871648,1,0,0,56017.63653421667,0
317,53,Male,3,31100.28131530912,2,1,0,71620.38510675785,0
318,55,Male,9,91604.86762076436,3,1,0,21797.953870904195,0
319,57,Male,8,40680.22786343809,2,0,0,42634.64816116038,0
320,37,Female,6,26964.786163961162,2,0,0,23672.511480933885,0
321,52,Female,4,9766.107681008041,3,1,0,42158.92211577551,1
322,65,Male,7,79330.97732158209,4,1,1,108463.26375795384,0
323,42,Female,3,82509.14607978432,4,1,1,90540.71126379796,0
324,52,Female,8,3329.778356517199,3,0,0,56755.92943578798,1
325,42,Male,1,35864.55984015248,1,1,1,46571.81736770295,0
326,46,Female,3,74987.64545979597,3,0,1,149653.89658124791,0
327,35,Female,5,94638.18474880539,3,1,0,117501.47570323102,0
328,63,Male,5,37781.8283844905,2,0,0,125086.18652099305,0
329,35,Female,2,87205.34313794936,4,1,0,13691.049089532238,1
330,19,Female,8,39372.04065321951,4,0,1,18342.151157077442,0
331,52,Female,5,17949.46272426481,4,0,0,109766.02587875785,1
332,33,Male,7,344.61437768696925,4,0,1,36856.59978556842,0
333,58,Male,7,33018.10231528798,3,0,1,69591.76092901762,0
334,53,Female,5,37847.505072737156,2,0,0,35783.32124984861,0
335,50,Female,8,94511.75288873361,4,0,1,34790.06679611087,0
336,21,Female,9,20607.025242062282,4,1,0,25270.77323650753,0
337,50,Male,4,38223.07080175047,2,1,0,93196.4154582732,0
338,31,Male,4,2515.412982311316,3,1,1,113502.19222295067,0
339,38,Male,8,76353.97350913864,3,0,0,17958.244320956186,0
340,65,Female,1,91514.12362549867,3,0,0,48577.25787383686,1
341,37,Female,4,23782.064727649187,4,1,0,102171.57581021506,0
342,25,Female,6,42899.51106401645,4,0,0,64924.24314489347,0
343,24,Female,4,12211.262136599398,4,0,0,108653.22424799186,1
344,20,Female,6,45683.543031289075,3,1,0,116291.94986531329,0
345,34,Male,5,13334.24636440954,4,1,1,14521.16502890066,0
346,50,Female,9,52334.84944191521,1,1,0,63320.36896096913,0
347,65,Female,9,73462.2040432233,2,1,1,112079.45295733465,0
348,29,Female,4,55334.277481416815,1,1,0,62978.23769799189,0
349,68,Male,4,24521.957838737595,1,1,0,10816.64841801886,0
350,39,Female,8,35379.59854689051,4,1,1,57082.41053259156,0
351,39,Male,4,63857.27377056324,2,0,1,132171.38590125414,0
352,63,Male,2,58975.541778932515,1,0,0,143271.44511695136,1
353,47,Male,2,13677.478812133348,3,0,0,88472.32996574344,1
354,55,Male,1,84494.94735661027,3,0,1,52890.41442574361,0
355,55,Male,5,47518.89122470154,3,1,1,75248.99474516886,0
356,62,Female,6,16236.922452639303,3,0,1,43068.493784294136,0
357,68,Female,9,12282.654257472925,2,0,1,33537.597194884096,0
358,25,Male,5,96555.17746451302,3,0,0,79094.93870048458,0
359,44,Male,6,28153.511117354603,2,0,1,113135.75844049966,0
360,44,Male,6,90859.35879163758,2,1,0,41145.07564530192,0
361,51,Female,3,41058.52987689389,2,0,1,137335.2238188388,0
362,38,Female,4,38592.143045319026,2,1,0,33551.869425093355,0
363,47,Male,1,70092.8969649432,4,1,1,88177.62070498998,0
364,50,Female,4,988.3287775461436,1,0,0,118693.65619508663,1
365,45,Female,1,33808.95216303905,4,1,1,39874.38757645155,0
366,64,Male,5,30264.571219180893,1,0,1,51502.22257548086,0
367,50,Male,8,86809.80942840464,4,1,1,17207.79483665997,0
368,22,Female,8,52912.35390207832,3,1,1,142152.77556044288,0
369,65,Female,5,36457.01572242519,2,1,0,78176.10707282707,0
370,36,Female,2,26607.93102997181,3,0,1,19002.86450751759,0
371,21,Male,6,59050.98088106291,3,0,1,126217.7538436579,0
372,52,Male,1,15167.314054336468,3,0,1,89708.18226694943,1
373,66,Male,7,24620.47685087816,4,0,0,17739.860455385595,0
374,34,Female,4,29361.216506474975,3,1,0,73125.51988605656,0
375,61,Female,5,60790.8947606941,2,0,1,70816.42596912073,0
376,45,Male,6,37325.49590164754,2,1,0,30451.44268157513,0
377,47,Female,1,50578.330012004946,1,1,0,68852.19327221949,1
378,46,Male,9,65043.82637665867,4,1,0,49592.982221093254,0
379,63,Female,4,95627.16008076872,2,1,1,107991.86533587749,0
380,23,Male,8,76483.73971027523,2,1,0,10768.872977539337,0
381,52,Female,5,40525.67805721077,4,1,0,24892.632079126655,0
382,58,Female,8,74827.53743972568,3,1,1,138610.83326671278,0
383,54,Male,1,94969.41809192125,2,1,1,70666.66582495981,0
384,41,Male,8,49938.05456541248,3,1,1,34665.47645447769,0
385,46,Male,4,41049.69331228897,2,1,0,121051.70116166517,0
386,66,Male,2,7801.869900073654,1,1,1,129222.9640107018,1
387,63,Male,6,89237.03706508622,3,0,0,39569.96189026601,0
388,48,Female,2,24643.42807936556,2,1,0,109903.99893666996,1
389,52,Male,5,6395.789681913955,4,0,1,96118.99676337275,0
390,50,Male,2,53720.348659108306,4,0,1,114307.93958546569,0
391,69,Male,3,84589.96459615251,4,1,1,120305.77869359017,0
392,38,Male,6,40663.50556230525,2,1,1,102531.01989505652,0
393,49,Male,1,78306.74701590162,3,1,1,143870.37418447394,0
394,40,Female,6,83639.60072839957,1,1,1,130991.69029336462,0
395,50,Male,3,45440.35588198637,1,0,0,42056.008297324915,1
396,20,Male,7,59095.506594047365,2,0,1,137899.21147812228,0
397,35,Male,2,53391.22985389401,2,1,0,60343.62215490428,1
398,42,Female,6,93919.58616345015,2,0,0,111715.85919178321,0
399,59,Female,8,72550.56850917613,3,1,0,128721.4443486985,0
400,48,Male,1,92534.2810770113,4,1,0,71091.85971200689,1
401,20,Male,9,22000.997806197185,3,1,0,17211.1965047337,0
402,57,Female,5,31023.685183267047,3,0,0,142952.60082882855,0
403,63,Female,5,7091.347318006769,2,0,1,20147.207395410303,0
404,41,Female,5,49990.795669580766,1,0,0,58735.342763089364,1
405,67,Male,6,87392.36793859108,3,1,0,93502.62168803236,0
406,49,Male,2,32684.66971307157,1,0,0,26455.13906924063,1
407,64,Female,6,12828.21069493315,2,1,1,127348.88572249752,0
408,39,Male,4,6844.625492905298,3,1,0,38479.10180870278,1
409,40,Female,8,44750.02725236546,4,0,0,148040.51286327085,0
410,19,Female,9,16402.17446287633,4,1,1,138300.6816791118,0
411,44,Female,9,34610.40288851035,3,1,1,94637.85221050087,0
412,59,Male,8,81997.9808082437,4,1,1,102401.41250023319,0
413,19,Female,3,38404.73827575244,3,1,0,84704.9055212143,0
414,43,Female,4,60987.09182563557,4,0,1,64754.555608596565,0
415,34,Male,1,50216.00558228149,2,1,1,59239.13359034848,0
416,57,Female,9,71853.32929700363,4,1,1,134831.6869436367,0
417,50,Male,5,15616.495898756877,4,1,0,90726.7616559275,1
418,26,Female,6,92044.10364836188,2,0,1,125261.12250987206,0
419,60,Male,3,64363.27975500353,2,1,0,81969.94614218058,0
420,65,Female,8,27095.373158010727,4,1,0,52983.48911388727,0
